ts,src_ip,dst_ip,src_port,dst_port,protocol,size
1781214809.35,104.18.32.7,192.168.1.50,443,61466,UDP,1117
1781214809.4,192.168.1.50,142.250.79.14,45900,7812,TCP,604
1781214809.45,142.250.79.14,192.168.1.50,443,54702,UDP,1270
1781214809.5,13.226.2.10,192.168.1.50,443,46469,UDP,948
1781214809.6,104.18.32.7,192.168.1.50,443,60760,TCP,1220
1781214809.6,142.250.79.14,192.168.1.50,443,46547,UDP,1383
1781214809.65,142.250.79.14,192.168.1.50,443,47086,UDP,1156
1781214809.7,192.168.1.50,13.226.2.10,49975,6129,TCP,560
1781214809.7,151.101.1.69,192.168.1.50,14007,28802,UDP,139
1781214809.85,192.168.1.50,203.0.113.9,53161,22,TCP,115
1781214809.95,13.226.2.10,192.168.1.50,443,62427,UDP,976
1781214810.05,13.226.2.10,192.168.1.50,443,61057,TCP,1339
1781214810.05,104.18.32.7,192.168.1.50,443,54792,UDP,1059
1781214810.1,192.168.1.50,151.101.1.69,56157,443,TCP,227
1781214810.1,13.226.2.10,192.168.1.50,443,42653,UDP,985
1781214810.2,192.168.1.50,13.226.2.10,49985,7690,TCP,217
1781214810.35,192.168.1.50,151.101.1.69,50540,443,TCP,356
1781214810.4,192.168.1.50,8.8.8.8,54516,53,UDP,113
1781214810.4,151.101.1.69,192.168.1.50,13116,13788,UDP,493
1781214810.42,8.8.8.8,192.168.1.50,53,62571,UDP,236
1781214810.45,192.168.1.50,8.8.8.8,48166,53,UDP,119
1781214810.47,8.8.8.8,192.168.1.50,53,43712,UDP,148
1781214810.5,13.226.2.10,192.168.1.50,443,47707,UDP,1354
1781214810.6,13.226.2.10,192.168.1.50,443,62074,UDP,1302
1781214810.65,151.101.1.69,192.168.1.50,443,46525,UDP,1352
1781214810.8,104.18.32.7,192.168.1.50,443,46568,UDP,945
1781214810.9,13.226.2.10,192.168.1.50,443,57519,TCP,965
1781214811,151.101.1.69,192.168.1.50,443,62173,UDP,991
1781214811,192.168.1.50,192.168.1.1,,,ARP,42
1781214811.05,192.168.1.50,104.18.32.7,64277,443,TCP,230
1781214811.1,13.226.2.10,192.168.1.50,443,45786,TCP,1219
1781214811.25,192.168.1.50,104.18.32.7,48057,443,TCP,112
1781214811.3,142.250.79.14,192.168.1.50,443,48604,UDP,1345
1781214811.35,142.250.79.14,192.168.1.50,443,47260,UDP,1016
1781214811.5,192.168.1.50,104.18.32.7,61453,443,TCP,293
1781214811.6,104.18.32.7,192.168.1.50,443,56284,TCP,910
1781214811.65,142.250.79.14,192.168.1.50,443,48617,TCP,1303
1781214811.7,151.101.1.69,192.168.1.50,443,46302,UDP,1392
1781214811.75,151.101.1.69,192.168.1.50,443,48271,UDP,1019
1781214811.8,142.250.79.14,192.168.1.50,443,58378,TCP,1139
1781214812.15,13.226.2.10,192.168.1.50,443,52289,TCP,812
1781214812.15,192.168.1.50,8.8.8.8,62947,53,UDP,118
1781214812.17,8.8.8.8,192.168.1.50,53,40463,UDP,285
1781214812.25,104.18.32.7,192.168.1.50,443,53112,UDP,1015
1781214812.35,192.168.1.50,151.101.1.69,42261,5342,TCP,447
1781214812.5,192.168.1.50,8.8.8.8,42769,53,UDP,119
1781214812.52,8.8.8.8,192.168.1.50,53,54694,UDP,327
1781214812.65,151.101.1.69,192.168.1.50,443,47533,TCP,1239
1781214812.7,192.168.1.50,142.250.79.14,46518,443,TCP,234
1781214812.7,13.226.2.10,192.168.1.50,443,43078,UDP,1253
1781214812.8,13.226.2.10,192.168.1.50,443,62188,UDP,1263
1781214812.85,13.226.2.10,192.168.1.50,443,50491,UDP,943
1781214813,13.226.2.10,192.168.1.50,443,51384,TCP,1286
1781214813.05,151.101.1.69,192.168.1.50,443,40838,UDP,1132
1781214813.25,13.226.2.10,192.168.1.50,443,48733,TCP,941
1781214813.25,192.168.1.50,142.250.79.14,64202,80,TCP,438
1781214813.35,104.18.32.7,192.168.1.50,443,45392,TCP,1336
1781214813.35,142.250.79.14,192.168.1.50,443,43747,UDP,1042
1781214813.4,142.250.79.14,192.168.1.50,443,56507,TCP,1334
1781214813.45,151.101.1.69,192.168.1.50,443,61180,TCP,873
1781214813.55,104.18.32.7,192.168.1.50,443,55735,UDP,1053
1781214813.7,142.250.79.14,192.168.1.50,443,49218,UDP,963
1781214813.75,192.168.1.50,203.0.113.9,64619,22,TCP,153
1781214813.8,151.101.1.69,192.168.1.50,443,50986,UDP,1024
1781214813.95,142.250.79.14,192.168.1.50,443,64124,TCP,1378
1781214813.95,151.101.1.69,192.168.1.50,443,42373,UDP,1304
1781214814,192.168.1.50,203.0.113.9,55278,22,TCP,224
1781214814,192.168.1.50,8.8.8.8,,,ICMP,84
1781214814.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214814.05,142.250.79.14,192.168.1.50,443,48575,UDP,1169
1781214814.1,151.101.1.69,192.168.1.50,443,47337,UDP,1123
1781214814.15,13.226.2.10,192.168.1.50,443,44759,TCP,1159
1781214814.35,192.168.1.50,142.250.79.14,42862,443,TCP,367
1781214814.4,104.18.32.7,192.168.1.50,443,50241,UDP,1216
1781214814.45,192.168.1.50,203.0.113.9,52912,22,TCP,250
1781214814.65,151.101.1.69,192.168.1.50,443,59093,UDP,1112
1781214814.65,151.101.1.69,192.168.1.50,13109,23312,UDP,97
1781214814.7,142.250.79.14,192.168.1.50,443,42654,UDP,1112
1781214814.75,104.18.32.7,192.168.1.50,18338,24389,UDP,298
1781214814.8,142.250.79.14,192.168.1.50,443,50173,UDP,1057
1781214814.85,13.226.2.10,192.168.1.50,443,59843,UDP,1318
1781214814.9,13.226.2.10,192.168.1.50,443,55180,UDP,917
1781214814.95,151.101.1.69,192.168.1.50,443,59671,UDP,977
1781214815,192.168.1.50,151.101.1.69,59446,443,TCP,239
1781214815.05,13.226.2.10,192.168.1.50,443,44177,UDP,1084
1781214815.25,104.18.32.7,192.168.1.50,443,44632,UDP,1092
1781214815.3,13.226.2.10,192.168.1.50,443,53666,TCP,1234
1781214815.35,104.18.32.7,192.168.1.50,443,43421,TCP,952
1781214815.35,151.101.1.69,192.168.1.50,443,60455,UDP,1350
1781214815.45,13.226.2.10,192.168.1.50,443,50930,UDP,1186
1781214815.55,13.226.2.10,192.168.1.50,443,43764,UDP,1262
1781214815.6,104.18.32.7,192.168.1.50,443,54519,UDP,1179
1781214815.6,192.168.1.50,13.226.2.10,48746,3379,TCP,886
1781214815.65,142.250.79.14,192.168.1.50,443,44621,UDP,989
1781214815.85,151.101.1.69,192.168.1.50,443,62070,UDP,1001
1781214815.9,192.168.1.50,203.0.113.9,50419,22,TCP,238
1781214815.9,192.168.1.50,104.18.32.7,60983,4243,TCP,304
1781214816.1,192.168.1.50,203.0.113.9,43614,22,TCP,185
1781214816.25,192.168.1.50,203.0.113.9,64676,22,TCP,186
1781214816.35,142.250.79.14,192.168.1.50,443,58470,UDP,1107
1781214816.45,142.250.79.14,192.168.1.50,443,43006,UDP,1142
1781214816.5,142.250.79.14,192.168.1.50,443,42676,TCP,1366
1781214816.5,104.18.32.7,192.168.1.50,443,41769,UDP,1210
1781214816.6,142.250.79.14,192.168.1.50,443,49478,UDP,1174
1781214816.75,142.250.79.14,192.168.1.50,443,41871,UDP,1031
1781214816.8,151.101.1.69,192.168.1.50,443,57945,UDP,1034
1781214816.85,104.18.32.7,192.168.1.50,443,49867,UDP,1065
1781214817.05,142.250.79.14,192.168.1.50,443,54195,TCP,1154
1781214817.1,192.168.1.50,151.101.1.69,56414,443,TCP,386
1781214817.2,192.168.1.50,104.18.32.7,48570,443,TCP,192
1781214817.3,104.18.32.7,192.168.1.50,443,55377,TCP,1353
1781214817.3,142.250.79.14,192.168.1.50,443,56566,UDP,1195
1781214817.4,192.168.1.50,13.226.2.10,46298,443,TCP,373
1781214817.55,151.101.1.69,192.168.1.50,443,49118,UDP,1268
1781214818.15,142.250.79.14,192.168.1.50,443,63466,UDP,1390
1781214818.2,142.250.79.14,192.168.1.50,443,59505,UDP,1059
1781214818.25,13.226.2.10,192.168.1.50,443,56341,UDP,1211
1781214818.3,13.226.2.10,192.168.1.50,16215,11417,UDP,390
1781214818.45,192.168.1.50,142.250.79.14,57114,443,TCP,360
1781214818.8,151.101.1.69,192.168.1.50,443,51308,TCP,1178
1781214818.8,104.18.32.7,192.168.1.50,443,48889,UDP,1239
1781214818.85,192.168.1.50,151.101.1.69,43814,443,TCP,276
1781214818.85,192.168.1.50,203.0.113.9,44852,22,TCP,173
1781214818.9,13.226.2.10,192.168.1.50,443,62252,TCP,812
1781214818.9,13.226.2.10,192.168.1.50,443,50307,UDP,1187
1781214818.95,104.18.32.7,192.168.1.50,443,42978,UDP,1096
1781214819.1,13.226.2.10,192.168.1.50,443,43779,UDP,1019
1781214819.15,192.168.1.50,151.101.1.69,64209,443,TCP,255
1781214819.15,104.18.32.7,192.168.1.50,443,42695,UDP,1369
1781214819.2,13.226.2.10,192.168.1.50,443,59985,TCP,1008
1781214819.2,104.18.32.7,192.168.1.50,443,49671,UDP,1029
1781214819.2,192.168.1.50,8.8.8.8,52594,53,UDP,86
1781214819.2,142.250.79.14,192.168.1.50,22888,26378,UDP,99
1781214819.22,8.8.8.8,192.168.1.50,53,43913,UDP,318
1781214819.25,13.226.2.10,192.168.1.50,443,40074,UDP,1288
1781214819.35,13.226.2.10,192.168.1.50,443,63077,UDP,1038
1781214819.4,192.168.1.50,142.250.79.14,61170,443,TCP,390
1781214819.4,13.226.2.10,192.168.1.50,443,43083,UDP,1162
1781214819.5,142.250.79.14,192.168.1.50,443,60911,TCP,1289
1781214819.55,104.18.32.7,192.168.1.50,443,53638,UDP,1194
1781214819.7,192.168.1.50,13.226.2.10,52349,443,TCP,290
1781214819.7,192.168.1.50,203.0.113.9,57731,22,TCP,93
1781214819.75,151.101.1.69,192.168.1.50,443,55691,UDP,1317
1781214820,142.250.79.14,192.168.1.50,443,53745,TCP,973
1781214820,192.168.1.50,8.8.8.8,,,ICMP,84
1781214820.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214820.05,192.168.1.50,104.18.32.7,58457,443,TCP,273
1781214820.05,104.18.32.7,192.168.1.50,443,43117,UDP,1241
1781214820.05,192.168.1.50,203.0.113.9,56559,22,TCP,228
1781214820.15,104.18.32.7,192.168.1.50,443,49395,TCP,1211
1781214820.25,142.250.79.14,192.168.1.50,443,46016,TCP,969
1781214820.3,104.18.32.7,192.168.1.50,443,60119,TCP,862
1781214820.35,151.101.1.69,192.168.1.50,443,45141,UDP,1331
1781214820.4,13.226.2.10,192.168.1.50,443,49542,UDP,1177
1781214820.45,192.168.1.50,203.0.113.9,40515,22,TCP,246
1781214820.5,13.226.2.10,192.168.1.50,443,48617,UDP,1230
1781214820.55,192.168.1.50,151.101.1.69,59096,443,TCP,154
1781214820.65,192.168.1.50,151.101.1.69,63733,443,TCP,355
1781214820.65,192.168.1.50,8.8.8.8,63679,53,UDP,110
1781214820.65,192.168.1.50,203.0.113.9,47858,22,TCP,108
1781214820.67,8.8.8.8,192.168.1.50,53,50567,UDP,108
1781214820.7,142.250.79.14,192.168.1.50,443,44998,TCP,1358
1781214820.7,13.226.2.10,192.168.1.50,443,43016,UDP,908
1781214820.8,192.168.1.50,13.226.2.10,63550,443,TCP,196
1781214820.9,13.226.2.10,192.168.1.50,443,49314,TCP,1148
1781214820.9,13.226.2.10,192.168.1.50,443,49077,UDP,1380
1781214820.95,13.226.2.10,192.168.1.50,443,43364,TCP,1242
1781214821.05,192.168.1.50,142.250.79.14,42997,443,TCP,282
1781214821.05,142.250.79.14,192.168.1.50,443,52342,UDP,1156
1781214821.1,192.168.1.50,142.250.79.14,54164,443,TCP,294
1781214821.15,104.18.32.7,192.168.1.50,443,64593,TCP,1033
1781214821.2,142.250.79.14,192.168.1.50,443,54347,TCP,1500
1781214821.2,104.18.32.7,192.168.1.50,443,48424,UDP,1004
1781214821.25,13.226.2.10,192.168.1.50,443,60188,UDP,1364
1781214821.3,142.250.79.14,192.168.1.50,443,56391,UDP,1018
1781214821.4,13.226.2.10,192.168.1.50,443,61404,UDP,1311
1781214821.45,142.250.79.14,192.168.1.50,443,44135,UDP,1088
1781214821.5,192.168.1.50,8.8.8.8,61871,53,UDP,111
1781214821.52,8.8.8.8,192.168.1.50,53,57934,UDP,165
1781214821.55,192.168.1.50,104.18.32.7,47236,443,TCP,174
1781214821.6,13.226.2.10,192.168.1.50,443,60148,TCP,1048
1781214821.6,13.226.2.10,192.168.1.50,443,41154,UDP,1062
1781214821.65,104.18.32.7,192.168.1.50,443,43818,UDP,1132
1781214821.75,192.168.1.50,151.101.1.69,40203,443,TCP,161
1781214821.75,192.168.1.50,104.18.32.7,64759,8649,TCP,678
1781214821.95,192.168.1.50,142.250.79.14,50238,443,TCP,322
1781214822,142.250.79.14,192.168.1.50,443,58849,TCP,1438
1781214822,104.18.32.7,192.168.1.50,443,64276,UDP,1258
1781214822.05,151.101.1.69,192.168.1.50,22962,26339,UDP,263
1781214822.1,142.250.79.14,192.168.1.50,443,56185,TCP,1172
1781214822.1,151.101.1.69,192.168.1.50,443,40094,UDP,1048
1781214822.2,13.226.2.10,192.168.1.50,443,41939,TCP,1260
1781214822.25,192.168.1.50,8.8.8.8,64650,53,UDP,88
1781214822.27,8.8.8.8,192.168.1.50,53,44367,UDP,196
1781214822.3,142.250.79.14,192.168.1.50,443,51880,TCP,885
1781214822.35,13.226.2.10,192.168.1.50,443,57185,UDP,1101
1781214822.35,192.168.1.50,203.0.113.9,48591,22,TCP,159
1781214822.4,192.168.1.50,13.226.2.10,42630,443,TCP,369
1781214822.45,151.101.1.69,192.168.1.50,443,55432,TCP,1305
1781214822.55,104.18.32.7,192.168.1.50,443,58218,TCP,1360
1781214822.6,192.168.1.50,104.18.32.7,51569,443,TCP,299
1781214822.7,13.226.2.10,192.168.1.50,443,50399,TCP,1025
1781214822.7,151.101.1.69,192.168.1.50,443,45854,UDP,1395
1781214822.7,192.168.1.50,8.8.8.8,57639,53,UDP,113
1781214822.7,192.168.1.50,203.0.113.9,53261,22,TCP,233
1781214822.72,8.8.8.8,192.168.1.50,53,63990,UDP,279
1781214822.95,151.101.1.69,192.168.1.50,443,55176,UDP,1316
1781214823,192.168.1.50,151.101.1.69,57794,443,TCP,110
1781214823,151.101.1.69,192.168.1.50,443,57808,UDP,1291
1781214823,192.168.1.50,8.8.8.8,43513,53,UDP,89
1781214823.02,8.8.8.8,192.168.1.50,53,63398,UDP,266
1781214823.1,192.168.1.50,151.101.1.69,60342,8726,TCP,272
1781214823.15,192.168.1.50,151.101.1.69,44414,443,TCP,335
1781214823.2,151.101.1.69,192.168.1.50,443,61229,UDP,990
1781214823.25,192.168.1.50,203.0.113.9,59542,22,TCP,230
1781214823.35,104.18.32.7,192.168.1.50,443,52773,UDP,1299
1781214823.4,192.168.1.50,142.250.79.14,47177,443,TCP,328
1781214823.45,142.250.79.14,192.168.1.50,443,42828,UDP,1302
1781214823.5,13.226.2.10,192.168.1.50,443,64034,TCP,1417
1781214823.55,104.18.32.7,192.168.1.50,443,60421,UDP,1163
1781214823.55,192.168.1.50,8.8.8.8,41865,53,UDP,102
1781214823.57,8.8.8.8,192.168.1.50,53,54235,UDP,183
1781214823.6,151.101.1.69,192.168.1.50,443,61686,UDP,1304
1781214823.8,142.250.79.14,192.168.1.50,443,44371,UDP,977
1781214823.85,142.250.79.14,192.168.1.50,443,50279,TCP,891
1781214823.85,151.101.1.69,192.168.1.50,443,47696,UDP,1352
1781214823.9,142.250.79.14,192.168.1.50,443,60605,UDP,1270
1781214823.95,192.168.1.50,8.8.8.8,59431,53,UDP,70
1781214823.97,8.8.8.8,192.168.1.50,53,44247,UDP,329
1781214824,151.101.1.69,192.168.1.50,443,57770,UDP,1329
1781214824.05,151.101.1.69,192.168.1.50,443,44311,UDP,1346
1781214824.1,13.226.2.10,192.168.1.50,443,40348,UDP,1236
1781214824.15,142.250.79.14,192.168.1.50,443,56078,UDP,1069
1781214824.3,192.168.1.50,151.101.1.69,48633,443,TCP,164
1781214824.3,142.250.79.14,192.168.1.50,443,58163,UDP,1000
1781214824.4,192.168.1.50,8.8.8.8,46421,53,UDP,117
1781214824.42,8.8.8.8,192.168.1.50,53,47696,UDP,246
1781214824.45,13.226.2.10,192.168.1.50,443,40130,TCP,987
1781214824.45,192.168.1.50,203.0.113.9,57447,22,TCP,239
1781214824.5,142.250.79.14,192.168.1.50,443,42704,UDP,1337
1781214824.5,192.168.1.50,203.0.113.9,60241,22,TCP,166
1781214824.55,151.101.1.69,192.168.1.50,443,40090,TCP,1423
1781214824.55,104.18.32.7,192.168.1.50,443,56447,UDP,1267
1781214824.65,142.250.79.14,192.168.1.50,443,63613,UDP,1287
1781214824.7,13.226.2.10,192.168.1.50,443,64109,UDP,1044
1781214824.7,192.168.1.50,8.8.8.8,43442,53,UDP,117
1781214824.7,192.168.1.50,151.101.1.69,62632,6428,TCP,852
1781214824.72,8.8.8.8,192.168.1.50,53,44880,UDP,304
1781214824.75,13.226.2.10,192.168.1.50,443,54491,UDP,1055
1781214824.75,192.168.1.50,8.8.8.8,51145,53,UDP,79
1781214824.77,8.8.8.8,192.168.1.50,53,42272,UDP,314
1781214824.85,192.168.1.50,151.101.1.69,64483,443,TCP,276
1781214824.95,192.168.1.50,104.18.32.7,49773,443,TCP,363
1781214824.95,104.18.32.7,192.168.1.50,443,60651,UDP,1035
1781214825.05,192.168.1.50,151.101.1.69,47761,5283,TCP,234
1781214825.1,192.168.1.50,13.226.2.10,46507,443,TCP,360
1781214825.15,13.226.2.10,192.168.1.50,443,45610,UDP,1099
1781214825.15,142.250.79.14,192.168.1.50,13990,12679,UDP,349
1781214825.2,104.18.32.7,192.168.1.50,443,45185,UDP,1090
1781214825.25,192.168.1.50,13.226.2.10,61319,443,TCP,308
1781214825.35,192.168.1.50,203.0.113.9,41007,22,TCP,200
1781214825.4,151.101.1.69,192.168.1.50,443,45923,UDP,1284
1781214825.45,192.168.1.50,203.0.113.9,40617,22,TCP,209
1781214825.55,151.101.1.69,192.168.1.50,443,55797,TCP,1309
1781214825.65,192.168.1.50,203.0.113.9,54181,22,TCP,138
1781214825.85,13.226.2.10,192.168.1.50,443,41309,UDP,1257
1781214825.9,151.101.1.69,192.168.1.50,443,45655,UDP,1105
1781214825.95,104.18.32.7,192.168.1.50,443,40410,TCP,1427
1781214826,192.168.1.50,142.250.79.14,60148,443,TCP,387
1781214826,192.168.1.50,8.8.8.8,,,ICMP,84
1781214826.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214826.05,142.250.79.14,192.168.1.50,443,47275,TCP,1401
1781214826.3,142.250.79.14,192.168.1.50,443,61093,TCP,1338
1781214826.3,104.18.32.7,192.168.1.50,443,48251,UDP,1202
1781214826.35,104.18.32.7,192.168.1.50,443,58933,TCP,916
1781214826.35,151.101.1.69,192.168.1.50,443,64978,UDP,1387
1781214826.4,192.168.1.50,151.101.1.69,50299,443,TCP,278
1781214826.4,13.226.2.10,192.168.1.50,443,48307,UDP,1222
1781214826.45,192.168.1.50,104.18.32.7,49427,443,TCP,320
1781214826.6,104.18.32.7,192.168.1.50,443,62301,TCP,1446
1781214826.7,13.226.2.10,192.168.1.50,443,64564,UDP,1334
1781214826.75,192.168.1.50,13.226.2.10,51099,443,TCP,243
1781214826.8,104.18.32.7,192.168.1.50,443,49662,UDP,967
1781214826.85,151.101.1.69,192.168.1.50,443,59882,TCP,1273
1781214826.95,192.168.1.50,104.18.32.7,63514,3739,TCP,713
1781214827,151.101.1.69,192.168.1.50,443,61975,UDP,1169
1781214827.15,151.101.1.69,192.168.1.50,443,63415,TCP,1049
1781214827.3,13.226.2.10,192.168.1.50,443,55454,TCP,1127
1781214827.3,151.101.1.69,192.168.1.50,443,44924,UDP,1257
1781214827.55,142.250.79.14,192.168.1.50,443,42808,UDP,1345
1781214827.65,142.250.79.14,192.168.1.50,443,42260,UDP,1164
1781214827.75,192.168.1.50,104.18.32.7,63155,443,TCP,345
1781214827.8,192.168.1.50,104.18.32.7,47813,443,TCP,166
1781214827.8,104.18.32.7,192.168.1.50,443,45605,UDP,1342
1781214827.85,192.168.1.50,8.8.8.8,49741,53,UDP,103
1781214827.87,8.8.8.8,192.168.1.50,53,60930,UDP,180
1781214827.9,104.18.32.7,192.168.1.50,443,51115,UDP,1153
1781214828,142.250.79.14,192.168.1.50,443,50730,UDP,1229
1781214828.05,192.168.1.50,13.226.2.10,59314,443,TCP,384
1781214828.1,192.168.1.50,151.101.1.69,43384,80,TCP,615
1781214828.2,142.250.79.14,192.168.1.50,443,43958,TCP,879
1781214828.2,192.168.1.50,8.8.8.8,53268,53,UDP,75
1781214828.22,8.8.8.8,192.168.1.50,53,59419,UDP,187
1781214828.35,151.101.1.69,192.168.1.50,443,44326,UDP,1135
1781214828.6,192.168.1.50,104.18.32.7,56747,5578,TCP,778
1781214828.7,142.250.79.14,192.168.1.50,443,46163,UDP,1076
1781214828.75,13.226.2.10,192.168.1.50,25155,27278,UDP,220
1781214828.8,142.250.79.14,192.168.1.50,443,62873,TCP,1406
1781214828.95,192.168.1.50,151.101.1.69,56068,80,TCP,230
1781214829,142.250.79.14,192.168.1.50,443,41342,TCP,1350
1781214829.15,151.101.1.69,192.168.1.50,443,47458,UDP,925
1781214829.2,192.168.1.50,142.250.79.14,44819,6498,TCP,628
1781214829.35,13.226.2.10,192.168.1.50,443,44265,UDP,1127
1781214829.5,104.18.32.7,192.168.1.50,443,58956,UDP,997
1781214829.7,142.250.79.14,192.168.1.50,443,45544,UDP,943
1781214829.8,151.101.1.69,192.168.1.50,443,61158,UDP,1329
1781214829.8,13.226.2.10,192.168.1.50,14688,26200,UDP,364
1781214829.85,151.101.1.69,192.168.1.50,443,55831,TCP,1111
1781214829.85,151.101.1.69,192.168.1.50,443,55206,UDP,1382
1781214829.9,104.18.32.7,192.168.1.50,443,41764,TCP,1303
1781214830.1,142.250.79.14,192.168.1.50,443,58104,UDP,1095
1781214830.15,13.226.2.10,192.168.1.50,443,64440,UDP,1132
1781214830.3,104.18.32.7,192.168.1.50,443,41182,UDP,1087
1781214830.35,13.226.2.10,192.168.1.50,443,42611,TCP,1206
1781214830.4,142.250.79.14,192.168.1.50,443,46572,TCP,1316
1781214830.45,192.168.1.50,8.8.8.8,55003,53,UDP,65
1781214830.47,8.8.8.8,192.168.1.50,53,62561,UDP,185
1781214830.5,13.226.2.10,192.168.1.50,443,48824,UDP,1304
1781214830.55,151.101.1.69,192.168.1.50,443,57099,TCP,921
1781214830.7,192.168.1.50,13.226.2.10,40380,443,TCP,344
1781214830.7,13.226.2.10,192.168.1.50,443,53011,UDP,1006
1781214830.8,192.168.1.50,13.226.2.10,60597,443,TCP,323
1781214830.9,142.250.79.14,192.168.1.50,443,64059,TCP,1453
1781214830.9,13.226.2.10,192.168.1.50,443,55713,UDP,1341
1781214830.95,104.18.32.7,192.168.1.50,443,54005,TCP,1491
1781214830.95,151.101.1.69,192.168.1.50,443,41535,UDP,1170
1781214830.95,192.168.1.50,13.226.2.10,51308,8198,TCP,287
1781214831,151.101.1.69,192.168.1.50,443,59112,TCP,979
1781214831,151.101.1.69,192.168.1.50,443,47069,UDP,945
1781214831,192.168.1.50,192.168.1.1,,,ARP,42
1781214831.05,13.226.2.10,192.168.1.50,443,40801,TCP,971
1781214831.05,151.101.1.69,192.168.1.50,443,55011,UDP,1164
1781214831.1,104.18.32.7,192.168.1.50,443,49555,TCP,1080
1781214831.1,151.101.1.69,192.168.1.50,443,49901,UDP,1227
1781214831.15,151.101.1.69,192.168.1.50,443,41034,UDP,1232
1781214831.3,13.226.2.10,192.168.1.50,443,47016,TCP,1440
1781214831.3,13.226.2.10,192.168.1.50,443,48264,UDP,1354
1781214831.35,151.101.1.69,192.168.1.50,443,57470,UDP,1236
1781214831.6,151.101.1.69,192.168.1.50,443,50228,UDP,1061
1781214831.8,142.250.79.14,192.168.1.50,443,61760,TCP,1277
1781214831.85,104.18.32.7,192.168.1.50,443,42500,UDP,1013
1781214831.85,192.168.1.50,8.8.8.8,57703,53,UDP,95
1781214831.87,8.8.8.8,192.168.1.50,53,51892,UDP,240
1781214832,192.168.1.50,8.8.8.8,,,ICMP,84
1781214832.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214832.05,13.226.2.10,192.168.1.50,443,44863,TCP,1301
1781214832.15,13.226.2.10,192.168.1.50,443,54461,UDP,1389
1781214832.3,13.226.2.10,192.168.1.50,443,53309,UDP,1397
1781214832.5,192.168.1.50,13.226.2.10,64223,443,TCP,372
1781214832.5,142.250.79.14,192.168.1.50,443,50525,UDP,1341
1781214832.65,142.250.79.14,192.168.1.50,443,50347,UDP,1082
1781214832.7,13.226.2.10,192.168.1.50,443,53758,UDP,1364
1781214832.75,13.226.2.10,192.168.1.50,443,49601,UDP,1162
1781214832.85,142.250.79.14,192.168.1.50,443,47287,UDP,1142
1781214833.05,13.226.2.10,192.168.1.50,443,59416,TCP,928
1781214833.1,13.226.2.10,192.168.1.50,443,50940,UDP,1243
1781214833.15,13.226.2.10,192.168.1.50,443,55683,UDP,924
1781214833.25,192.168.1.50,8.8.8.8,49564,53,UDP,116
1781214833.27,8.8.8.8,192.168.1.50,53,59709,UDP,283
1781214833.35,142.250.79.14,192.168.1.50,443,42381,UDP,1272
1781214833.5,151.101.1.69,192.168.1.50,443,47762,TCP,1380
1781214833.55,151.101.1.69,192.168.1.50,443,41985,UDP,1035
1781214833.6,151.101.1.69,192.168.1.50,443,57102,UDP,1080
1781214833.65,142.250.79.14,192.168.1.50,443,49716,UDP,1304
1781214833.7,104.18.32.7,192.168.1.50,443,51431,TCP,864
1781214833.7,13.226.2.10,192.168.1.50,443,43278,UDP,937
1781214833.8,13.226.2.10,192.168.1.50,443,62734,TCP,1247
1781214833.8,192.168.1.50,151.101.1.69,57973,80,TCP,800
1781214833.95,192.168.1.50,142.250.79.14,55297,443,TCP,308
1781214834,142.250.79.14,192.168.1.50,443,49666,TCP,928
1781214834.05,192.168.1.50,8.8.8.8,50009,53,UDP,61
1781214834.07,8.8.8.8,192.168.1.50,53,42988,UDP,242
1781214834.1,151.101.1.69,192.168.1.50,443,51415,UDP,1322
1781214834.15,192.168.1.50,151.101.1.69,50232,443,TCP,235
1781214834.25,192.168.1.50,142.250.79.14,53715,443,TCP,373
1781214834.3,142.250.79.14,192.168.1.50,443,45141,UDP,1182
1781214834.55,13.226.2.10,192.168.1.50,443,54527,UDP,1282
1781214834.65,13.226.2.10,192.168.1.50,443,44910,UDP,1162
1781214834.7,192.168.1.50,13.226.2.10,42332,7373,TCP,395
1781214834.75,142.250.79.14,192.168.1.50,443,60588,UDP,1233
1781214834.85,104.18.32.7,192.168.1.50,443,46776,UDP,1394
1781214834.95,104.18.32.7,192.168.1.50,443,44319,UDP,1260
1781214835.05,192.168.1.50,8.8.8.8,50664,53,UDP,88
1781214835.07,8.8.8.8,192.168.1.50,53,61056,UDP,310
1781214835.15,151.101.1.69,192.168.1.50,443,41107,TCP,869
1781214835.2,142.250.79.14,192.168.1.50,443,51413,UDP,1094
1781214835.25,13.226.2.10,192.168.1.50,443,54018,UDP,1274
1781214835.3,104.18.32.7,192.168.1.50,443,60341,UDP,1206
1781214835.4,151.101.1.69,192.168.1.50,443,57789,TCP,1108
1781214835.45,142.250.79.14,192.168.1.50,443,40551,UDP,1219
1781214835.5,13.226.2.10,192.168.1.50,443,42392,UDP,1289
1781214835.55,192.168.1.50,142.250.79.14,49785,80,TCP,496
1781214835.6,142.250.79.14,192.168.1.50,443,57353,TCP,1181
1781214835.6,192.168.1.50,8.8.8.8,49848,53,UDP,70
1781214835.62,8.8.8.8,192.168.1.50,53,43747,UDP,296
1781214835.65,13.226.2.10,192.168.1.50,443,64842,TCP,1265
